ECG_R_Peaks,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,QRS,RR Interval
2.91884672,1.36723769,0.438726428,-1.24699402,1.30835904,22,313
4.027894197,1.637256105,0.936595947,-1.017749273,1.245634653,25,330
3.634858826,1.140792459,0.322241868,-1.62785289,1.000524258,24,320
2.366236853,0.635339511,-0.367221071,-2.294668765,0.283350779,20,304
3.471798108,1.496868043,0.655423582,-1.467531454,1.021838055,24,320
2.53900655,0.917562643,-0.052764184,-2.081833979,0.934369093,22,321
4.074926346,1.967674653,1.76289354,-1.194629502,0.508645538,33,299
4.111710736,2.024786907,1.415800402,-1.037532064,0.740725561,23,293
2.049609728,0.717573483,-1.052766769,-1.947173654,0.986310319,22,308
2.64970441,1.145611276,-0.020194813,-1.439150124,1.092000803,21,299
4.14039008,1.878177334,1.448281919,-0.960612838,1.2852274,25,302
2.702066315,0.92596478,-0.01060711,-1.583957674,0.149977592,24,300
3.24712377,0.711519468,0.029759047,-1.213673629,1.044232534,22,295
4.363181927,2.070728108,1.17069198,-0.683988448,1.706894345,23,322
2.771656279,1.353391741,-0.043451964,-1.541145099,1.835321886,22,319
3.829985947,1.97282508,0.743970198,-0.898898482,1.971829322,24,317
3.518445095,1.668832868,0.85012401,-1.103153885,1.827894208,24,310
5.086850984,2.366861404,2.114711062,-0.381576299,1.80979151,23,321
3.589023771,1.10522385,0.310805733,-1.311804241,1.416399424,23,306
2.872937322,0.888588953,0.240950954,-1.402915985,0.804161578,26,321
3.463232277,1.241340378,0.501937537,-1.766809092,0.581220703,25,317
4.914364378,2.303798125,1.913345146,-0.442305886,1.883985047,23,307
3.700407559,-0.010416992,-0.361184468,-0.639952251,1.155171053,58,302
2.768141477,1.047316407,0.184256472,-1.981712242,0.808040866,22,295
2.074629013,0.08642339,-0.833838576,-2.559242126,0.310912169,23,322
3.69833236,-0.185412084,-0.440078202,-0.790842216,-0.007453549,50,314
3.762079906,1.400285655,0.638122435,-1.183617047,1.346420906,24,306
3.406052743,1.2421571,0.261436515,-1.41413972,1.357529652,23,310
2.510921743,0.729193147,-0.712748333,-1.875539515,0.682525356,22,317
2.760109411,1.420441127,0.279993594,-0.73445762,1.604525195,24,315
4.439372117,1.804041884,1.425039755,-0.824906702,1.559258932,25,326
4.778714283,2.253349146,1.569418788,-0.303071495,2.550932583,21,317
5.93494108,3.725765994,2.925117105,1.123739455,3.386555369,24,312
1.701247094,0.553392029,-0.451672756,-1.608518059,0.662682267,19,313
2.812377769,1.607229383,-0.118711591,-1.726564676,1.021206228,21,292
2.325245132,1.479567649,0.391165945,-0.436590461,2.06592741,22,319
4.545491783,2.035588106,1.708671521,-1.076815378,1.51048459,24,313
6.905676548,0.195364903,-1.732874495,-1.660932518,1.328160395,17,308
3.070054305,1.382251027,0.455497367,-1.706700037,0.820216821,21,298
4.726964681,2.57277067,1.87283573,-0.437632849,2.367839487,24,324
3.301876756,1.831589179,0.643471688,-1.295402004,1.444040472,22,308
2.644799017,1.161057647,0.127522447,-1.433333096,1.174814594,21,311
3.147713821,1.146096384,0.669352219,-1.312054753,1.360722231,20,304
3.144075656,1.225366136,0.315639315,-1.455669117,1.127862494,21,295
3.776823552,2.294049193,1.392330814,-0.025933485,2.091113029,22,293
4.772793512,2.718578372,2.007895798,-0.19389447,1.880728311,24,325
4.197005698,2.003313861,1.195878225,-0.591242326,1.936890996,26,319
2.294339577,1.153733294,-0.014274481,-1.483755387,1.281385902,21,303
3.426992279,1.766214423,1.114993871,-0.897931193,1.785756829,20,309
3.958493478,1.951399046,1.072048157,-0.748578361,1.918581206,22,309
3.564757619,1.373685846,0.421701073,-1.09180487,1.762598677,24,306
4.634269981,1.996776629,2.020966504,-0.733763481,1.758239992,20,311
3.788653966,1.573519027,0.921830242,-1.224297689,1.603509029,24,304
2.668390413,1.05926636,-0.033035178,-1.665598822,0.868233083,21,290
3.863213039,1.97417284,1.368533234,-0.666586256,1.798945374,23,290
4.396158832,2.22427546,1.52963637,-0.706161429,1.873477716,23,328
4.514103499,2.17563838,1.40723549,-0.728383238,2.498821679,24,323
3.848006882,2.421348502,1.746682828,-0.126728869,2.228466907,23,309
4.935244029,2.600643225,1.875198543,-0.311868539,2.047137135,23,304
4.708634854,2.275237965,1.639897487,-0.373279102,2.163790683,22,300
6.938371161,0.956870684,-0.929341136,-0.98233531,0.191764348,18,325
2.267881459,-0.495379892,-0.606597033,-3.070979814,1.692240205,51,320
2.321781537,-0.249931959,-0.435211423,-3.16575478,1.923123671,53,308
3.677385883,1.824536441,0.963402117,-0.826544603,1.827645014,19,321
3.845335131,2.082404334,1.275107299,-0.449600838,2.146271336,22,306
4.328083525,1.995692091,1.396717909,-0.482919747,2.066494193,21,299
4.92369614,2.736778818,1.988446608,0.028916196,2.441159507,22,297
3.697381277,1.700518669,0.854914331,-0.948136966,1.312449741,23,326
2.302004847,0.9182813,-0.186756429,-1.684299269,1.45569606,22,322
3.281424905,1.411648267,0.615811636,-1.135566893,1.343934095,23,314
3.548178594,1.613544117,0.908843655,-0.971117296,1.701814054,21,314
3.511969835,1.746422353,0.761599802,-0.563891387,2.206195161,23,307
4.83875542,2.659282152,1.93238181,-0.493648013,1.724147891,22,309
2.702846494,1.199306035,-0.116433734,-1.396874715,1.46963652,24,320
4.068521643,2.015703922,1.305725815,-0.790123103,1.476795189,24,310
3.207336672,1.621795581,0.337700829,-1.578149442,0.985600175,22,309
3.178621385,1.321714599,0.581025339,-1.137888899,1.3193952,22,306
3.124851811,1.286209072,0.243763306,-1.550046321,1.638951955,23,318
3.214213379,1.131275478,0.308747336,-1.4755347,1.420609681,23,325
2.496173049,0.642508103,-0.365887706,-1.752943122,0.55878204,23,296
2.558321626,1.54413754,0.098951877,-1.276260704,1.310680907,23,301
4.707341587,2.236086517,2.103448508,-0.454141445,1.620722507,22,307
4.056667631,1.950241872,1.289858974,-1.124095043,1.265395031,25,329
3.475636272,1.455507464,0.722288052,-1.370761582,1.467721585,24,332
3.157751502,1.032843999,0.281080139,-1.515800106,1.424965042,20,309
2.896008248,0.914788314,0.116733617,-1.571617929,1.476954676,22,313
2.770975542,1.138810594,-0.088040473,-1.653459767,1.391383102,19,309
2.524867745,0.919414884,-0.129660639,-1.73868017,0.787505204,23,297
4.62947882,2.730693752,2.128140622,-0.256674755,1.880139906,22,303
4.56254045,2.03010435,1.505505945,-0.775590973,1.582894885,24,318
4.103614064,1.670853773,1.082027574,-1.177685611,1.471904201,23,324
3.915511029,1.663431156,0.884141955,-1.256112855,1.474831191,23,302
3.622012661,1.481637369,0.588650542,-1.480875925,1.300491348,24,311
3.554419287,1.203120806,0.449142449,-1.530227296,1.301342256,22,299
3.089580935,0.967481401,0.22120121,-1.763676815,1.386067144,19,296
3.306803421,1.117820293,0.057803449,-1.585673458,1.273393831,22,305
3.012155714,1.109031489,0.10941387,-1.466111625,1.414394004,22,324
3.047733987,1.083601953,-0.311537392,-1.698407688,1.169160856,24,312
3.060118961,1.561951423,0.526992425,-1.231394291,1.357787226,25,301
3.840278995,1.825556602,0.738623484,-1.239228022,1.182488604,23,307
3.652919907,1.371358228,0.781098883,-1.602899508,0.896160321,22,303
3.296291802,1.077386648,0.299813432,-1.68107568,0.976338067,20,303
2.638860176,0.759901563,-0.231244684,-1.814357472,0.814498831,21,305
4.402837882,2.005495199,1.368094817,-1.06817913,1.527484688,22,312
3.45168776,1.383502843,0.484260496,-1.530260618,1.12340029,22,318
3.422848724,1.891322493,0.815863947,-0.895091999,1.7889743,23,305
5.209104813,2.757245155,2.381824034,-0.513496231,1.543917088,33,303
4.569806528,2.366150547,1.767206965,-0.817182462,1.743754499,21,314
4.018448666,2.002364586,1.079499656,-1.090341592,1.613505899,23,325
3.529110739,1.51540976,0.503505516,-1.798794856,1.152897266,23,332
2.540518286,0.858519028,-0.448322934,-2.09456004,1.468679489,22,314
2.7322352,1.686484573,0.199405858,-1.046109995,1.545491951,23,303
4.416671755,2.920678455,2.378320487,0.705117682,2.531469447,23,297
4.205636885,1.980583551,1.305160352,-0.72428238,1.264268225,24,300
2.795349183,0.712271599,-0.07709835,-2.235694685,0.506778698,21,323
2.354074358,0.216109117,-0.319128896,-2.445823463,1.206007297,52,326
1.977934593,0.616290737,-0.911037653,-1.388863166,1.400824596,23,317
3.545431611,1.441773593,0.332584044,-1.146429678,1.419202607,24,307
2.273832915,-0.16911097,-0.356194825,-2.311829997,1.024385761,59,310
3.893189359,1.043710935,0.910721521,-2.35324916,-0.109028669,26,334
2.701533762,0.621193058,-0.510674339,-2.46147626,0.048349812,25,310
1.930661695,-0.116786137,-1.229129116,-2.879998004,-0.097008104,22,305
2.091208583,0.674936837,-0.490893821,-1.224520062,1.187063017,22,308
4.625919967,2.045655491,1.372301867,-0.867625044,1.347798736,23,304
5.175979234,2.476301503,1.974779702,-0.251534024,1.978021161,26,320
5.548726345,3.279696256,2.820971431,0.128274414,2.018546362,23,308
5.486943859,3.122557949,2.593609994,-0.277399491,1.934759659,24,313
5.392493691,2.864245131,2.484466643,-0.188167082,1.680891786,23,312
4.747866971,2.246507763,1.525319144,-0.818315518,1.82181696,24,303
5.115423774,2.083613628,1.698896246,-1.044034785,1.449744447,19,315
3.559214007,1.549617978,0.814856626,-1.419100504,1.076922238,22,306
4.020012491,2.186539585,1.596984063,-0.574326922,1.371534912,21,303
4.082253092,1.495065209,0.895307975,-1.553433055,0.865853847,23,300
3.787325578,1.047003063,0.47378785,-1.761676589,0.943623336,24,324
3.513581257,1.466834423,0.654364463,-1.517332278,0.844719829,25,323
4.130222637,1.799941833,1.151711595,-1.028650306,1.297422026,23,314
4.928236434,1.982857872,1.664893179,-0.862822025,1.334644237,18,305
3.939490288,2.000008124,1.340604276,-0.659953898,1.23448837,25,302
4.674533555,1.9595508,1.552318743,-1.124508973,1.374033192,23,306
4.108783049,1.658893504,1.240756966,-0.970464718,1.553707102,24,308
3.828310225,1.951932999,0.979135673,-0.695154464,1.841028962,24,330
4.512882626,1.930945096,1.532218829,-0.555531446,1.904502782,23,324
6.096280688,3.468303043,3.075126748,0.352952395,2.347046863,24,312
6.962482932,0.542650469,-0.981588618,-0.618732974,0.993963197,39,327
3.49937451,0.83948437,0.257497044,-1.604163497,0.781069012,25,314
3.565294484,1.439367564,0.57198278,-1.737603138,0.670142038,22,304
4.151734825,1.565136764,0.854203444,-1.562458995,0.593968476,22,306
3.962491177,1.257187461,0.855946176,-1.819722676,0.453141279,24,330
3.75783451,0.851793812,0.517207866,-1.925004375,0.754588807,24,324
6.762339168,0.064116012,-1.006894227,-0.932634149,0.635655467,30,312
4.065876329,1.907834148,1.648733331,-0.994617286,1.285756552,22,295
3.464107682,1.626147001,1.058643958,-0.603214195,1.421289345,22,298
4.116625264,1.640547909,0.891630382,-1.298160237,1.113610979,22,304
4.028809794,1.570260639,0.93704433,-1.268790805,1.101149218,24,307
3.50716418,1.082072746,0.492701029,-1.569548504,1.051495332,23,316
3.944479764,1.265307332,0.857780605,-1.619165849,0.794631192,22,306
3.118431333,1.239796775,0.359535148,-1.443075021,1.109571243,22,306
4.740560622,2.464134039,1.772575219,-0.526628395,1.790258425,22,308
5.627656435,2.671422996,2.311988631,-0.410720222,1.601193442,23,304
5.083680842,2.119498693,1.878849529,-0.937019247,1.518849269,22,303
4.664971669,2.13480469,1.724887175,-0.938393857,1.545307157,20,313
4.167107423,1.850928974,1.279571008,-1.194160795,1.087183943,23,309
4.064667874,1.564338655,1.160323891,-1.853316117,0.717524844,24,309
3.126340712,0.873977696,0.235463744,-1.79918905,0.586767525,23,302
3.774369238,1.334135814,0.813846881,-1.797871645,0.360897155,23,309
3.91109863,1.245712142,0.748673377,-1.967134436,0.702870016,21,316
4.775803332,2.11762726,1.745556664,-1.427918504,0.566244136,37,310
4.863454485,2.247677164,2.040507221,-1.187821605,0.893391475,25,310
4.675794109,1.784174612,1.25771236,-1.723141773,0.72825385,23,306
4.252509511,1.680813608,1.126336882,-1.879882886,0.669311248,24,296
3.670827525,1.257003293,0.644884119,-1.857648342,0.765079485,20,314
4.170320124,-0.666271054,1.14817896,-1.769627063,0.340750647,26,302
3.543545442,0.901352754,0.527054957,-1.658281966,0.985277144,24,302
5.389834287,2.635118696,2.272893968,-0.593795533,1.684756155,22,296
4.741488749,1.876817364,1.504292143,-1.25365843,1.259333468,22,293
3.56474325,1.411399655,0.634574281,-1.837718116,0.856618652,21,313
4.068704676,1.687283258,0.846800747,-1.86619197,0.775222017,24,301
3.886379851,1.492400585,0.829576207,-1.858032466,0.77164338,23,310
3.112840585,0.92493187,-0.193461167,-1.91526453,1.132403929,23,305
4.618373527,1.906651769,1.297981171,-1.489391423,1.323043802,23,298
3.605571144,1.509714344,0.641768713,-1.712165195,0.76181643,20,308
4.939239731,2.151905889,1.743616489,-0.879938252,1.325069063,25,320
6.143777169,-0.151788334,-1.100906395,-1.00077189,0.171131997,42,320
4.693784411,1.885138539,1.441627901,-1.325402364,1.114201619,23,309
4.646746367,1.732881659,1.031615024,-1.689315832,0.948052515,23,315
3.871016925,1.268006075,0.798602505,-2.481746701,0.002344575,22,297
3.358091843,0.918663493,0.192353731,-2.117394342,0.28329516,23,285
3.68784836,0.891321428,0.384217194,-1.982305005,0.195031265,20,319
3.801474301,1.267914706,0.41368051,-1.934578992,0.984662611,25,323
2.749062234,0.168577521,-0.465493689,-1.295381049,-0.667688955,54,310
4.761622772,2.429922941,2.016534841,-0.669020743,1.555010152,22,295
4.640390166,1.901929465,1.479442749,-0.802082337,1.506184331,25,297
4.347026188,2.106410243,1.483622078,-1.204016417,1.243574318,20,305
5.077494271,2.92786015,2.480938147,-0.02215615,1.805514127,24,313
5.899931257,3.276060073,2.700055194,-0.276863145,1.52664435,25,317
5.387801815,2.440556199,2.075346736,-0.776905225,1.642249958,25,311
4.582598594,1.701198806,1.239650589,-1.371228441,1.342879156,23,313
3.563369309,1.160513409,0.28902711,-1.682755107,0.905402046,23,297
3.529393665,1.636715747,0.83381957,-1.39239224,1.225042101,21,295
4.900208204,2.413173152,1.792318211,-0.628962588,1.618625327,20,312
5.166559973,2.28874307,1.920486614,-1.067029497,1.471167347,25,325
3.355883086,0.314940237,-0.211817058,-1.441415191,-0.560945252,58,326
4.119529307,1.678312751,0.851712384,-1.331981231,1.458164581,24,312
3.48510472,1.074268528,0.101074261,-1.720211471,0.931725185,23,304
1.279257538,-0.017018859,-1.282325207,-3.542061627,-1.68844795,22,302
4.56637729,2.109645802,1.500167113,-1.12246657,1.0854216,24,311
3.537257488,1.054295,0.383549935,-1.417602202,1.142575119,19,317
2.465829212,0.899964989,-0.299419269,-1.637895282,0.793957219,24,319
2.509218537,0.290511394,-0.51206433,-1.785877379,0.967984648,23,321
3.621701047,1.510874388,0.588880743,-0.706446269,2.100877037,21,306
4.031377291,2.134880833,1.08846137,0.019887949,2.852070193,21,309
3.985399534,2.145553398,0.987798273,-0.954764487,1.301514371,22,306
3.376932714,0.073317171,-0.31210135,-3.491626594,-1.04602481,42,292
3.215702428,1.045765156,0.213050201,-1.389096184,0.834400902,23,324
3.139534761,0.651857141,0.182712691,-1.126700202,0.7322015,24,298
3.156077856,1.836125256,0.951283545,-0.29867459,2.377138666,20,292
3.626663961,2.888470625,1.089905008,0.890695051,3.040308837,22,286
5.942879329,4.324927571,3.116789179,1.685076976,3.53157835,23,288
7.659958688,0.354876435,-1.292765997,-0.987945615,0.651902304,37,296
5.150161747,3.148193879,2.385245905,-0.083142445,1.980741083,23,316
4.360164437,2.579783394,1.489240808,-0.543182631,1.910457498,22,300
4.387205732,1.840061247,1.009858494,-0.638516475,1.853116518,23,322
3.669551937,1.788504947,0.633028242,-1.028391042,1.393187665,22,305
3.274915619,1.000037292,-0.146739699,-1.47629273,0.916591864,20,311
1.954112898,1.547442496,-0.137289044,-1.539471804,0.782331833,24,334
3.639301547,1.378773524,0.573037089,-1.237898094,1.179746213,24,329
3.399042511,0.956978166,-0.206144166,-1.668644334,0.978465992,23,304
2.779075477,0.589582181,-0.668651585,-1.450787656,1.037961979,19,319
3.309472913,1.364580719,0.60934075,-1.409357174,1.361326937,21,296
4.038440159,1.873559156,1.520975237,-1.04673038,0.893241533,23,323
2.361671037,1.045433777,0.186549062,-1.460925845,1.380231682,22,325
1.269448971,0.273099121,-1.028957322,-1.777953395,0.840505676,23,312
3.260185385,1.69093336,1.080996568,-0.960066995,1.004787472,24,310
4.571475494,2.46145925,2.195134707,-0.806475983,1.206671438,23,302
2.933448523,1.153890121,0.211359795,-1.569272973,0.785249789,23,293
2.015973162,0.201825424,-0.720431869,-2.329115091,0.172307415,22,291
1.733886784,0.240213415,-0.792884981,-2.902869273,-0.03516346,19,304
1.802206161,0.404070142,-0.676785035,-2.283565977,0.714102431,22,310
2.489046984,0.976394295,0.392954757,-1.691264173,0.71245991,22,309
2.321099356,0.297189045,-0.107320841,-1.915024189,0.633749756,22,287
4.617446639,2.267631269,1.718960567,-0.202233585,2.421594932,22,295
5.118778772,3.056856278,2.394319176,0.870783737,3.225416156,21,292
2.03142941,-0.682187145,-0.880173012,-2.540792371,0.883484493,59,302
4.113388328,2.601493262,1.495953324,-0.463613567,2.246197354,22,299
3.488427491,2.104239044,1.017426675,-0.32078638,2.133868572,23,296
5.043256197,2.860387155,2.442958285,-0.081834973,2.279109779,20,306
4.076125665,2.254849152,1.471250485,-0.739800772,2.009757509,23,307
3.693367317,2.158622906,1.14225102,-1.141577274,2.185074592,20,298
3.568414091,1.759612372,1.004601685,-1.023735569,1.886131648,20,289
4.217992761,2.470779213,1.946328238,-0.488343487,1.904152556,23,298
4.023964195,2.156145963,1.545203003,-0.639356047,1.55195851,22,297
3.11245469,1.129534226,0.523176798,-1.702243864,0.704168994,21,296
-0.502786849,-1.115947973,-2.577616309,-3.889168937,-1.350034444,22,312
1.195486224,-0.362120826,-1.104406595,-2.646737262,-0.166405458,25,308
2.856037015,1.367194336,0.57692196,-1.787216539,0.927586053,23,311
2.541678955,1.076481211,0.28451201,-1.435272151,1.424324136,23,298
4.480492926,2.245534121,1.864696156,-0.765992034,1.365367639,24,286
3.240759592,1.592112361,0.729995496,-1.143937164,1.560247594,23,314
2.930444311,1.218255131,0.308624847,-1.644087142,1.281353463,23,317
4.429775437,2.385483901,1.935003658,-0.571926416,1.440671526,24,301
3.589452005,1.828595689,1.109806205,-1.299524556,0.595215897,24,292
0.794904007,0.097283094,-1.136634424,-2.603323044,0.020235805,22,286
6.668861331,0.428671332,-0.899800845,-0.651508708,0.740486904,55,312
1.284130235,0.324949248,-0.886029866,-2.548915348,0.065097475,23,294
3.500224086,1.621886216,1.205804456,-1.500246411,0.521871681,24,301
3.634864148,1.409151893,0.956292474,-1.628578164,0.731954441,23,300
2.650309832,0.794111073,-0.027052388,-2.066952502,0.07431224,23,298
3.631800404,1.680928596,1.259030488,-1.507592573,0.444032807,25,311
2.910101592,1.195118158,0.593433511,-1.616901959,0.652697222,22,310
2.223636066,0.621844582,-0.094623297,-2.079784594,0.84550173,22,310
2.139668126,0.799160817,-0.067134439,-2.330113486,0.791550654,22,296
2.288456576,0.74916486,-0.152613143,-2.258333188,1.00261972,17,301
2.20575274,1.164161665,0.313104359,-1.263248291,1.060844164,23,283
3.17273285,1.619489377,0.869788191,-1.231972134,1.655809374,22,307
4.121862657,2.172407226,1.384951686,-1.067397183,1.402354731,23,308
1.865393776,1.171871558,-0.130860341,-1.703244942,0.867572969,23,303
6.362426147,-0.423449402,-0.921192307,-0.878775553,0.446591864,33,290
2.855641723,1.051684508,0.508565837,-2.042095477,0.514199183,23,303
2.005671202,0.494028416,-0.100222653,-2.487681144,0.301309796,22,294
2.11771765,0.390218429,-0.318058257,-2.252346284,0.619912606,21,288
2.528546295,0.87149767,-0.02113209,-2.034236168,0.765921251,22,306
2.951005597,1.064919528,0.195104224,-1.965541183,0.593703512,24,318
1.732263539,0.686191075,-0.505056156,-1.960346902,0.500955421,25,308
2.09272284,1.044784818,-0.028988171,-1.378872818,0.98097532,22,293
3.979285165,2.169353508,1.65517166,-0.731674719,1.513952914,24,294
3.65289609,1.537427553,0.897809576,-1.339108917,1.288455005,22,299
2.99637504,1.021633941,0.22328776,-1.805185507,1.374024916,20,288
2.840517403,1.161547109,0.179329505,-1.581804002,1.167376341,20,307
2.282662052,0.682255298,-0.293613079,-1.929568921,1.27344343,24,319
2.260466869,0.418364035,-0.54576997,-2.055173469,1.153586297,24,315
6.544118062,0.307101134,-0.33743617,-0.446554942,0.699289791,43,300
1.238232513,0.407567323,-0.983434303,-1.939413827,1.000183115,22,311
2.922586306,1.093333307,0.332280035,-1.714229817,1.233487211,24,303
3.110641332,1.253892414,0.336029824,-1.522737416,1.504534592,22,303
3.145565213,1.165450553,0.400474485,-1.49959166,1.687355937,19,314
2.296246861,0.947834768,-0.193104115,-1.593536467,0.901132418,23,321
4.512453016,2.682641203,2.083463071,-0.272414082,1.807044384,24,318
3.916156666,2.592561674,1.760334374,-0.7366587,1.920990271,21,302
3.441050672,1.4843896,0.792735596,-1.151168559,1.804860351,21,332
3.903788999,1.907757029,1.477757621,-0.877094152,1.700448945,23,313
4.161027454,1.869795897,1.367907306,-0.912960546,1.709026491,23,308
3.167532992,2.680409273,1.535871007,-0.467956802,1.882510144,21,309
3.182378119,1.627939952,0.934567406,-1.27441607,0.848328757,22,294
2.571335266,1.466425305,0.457724874,-0.605841579,2.104067852,23,295
4.27370641,2.386701126,1.49421722,-0.701562899,1.449656746,25,323
2.95701138,1.17743579,0.318016052,-1.483233652,1.893689161,22,329
3.279655403,1.387975932,0.537589862,-1.057306064,1.935214461,23,324
2.249223216,0.324132766,-0.340487047,-1.879470926,1.544661654,23,306
1.82709721,0.528892017,-0.729978123,-2.152809825,1.458139345,20,328
1.815800388,0.616607102,-0.653362806,-2.164985177,1.550647988,21,323
2.265965447,1.031498732,0.215958357,-1.301231071,1.437818795,21,313
2.899776976,1.140331847,0.463216895,-1.394412936,1.678246106,21,300
2.933803306,1.407937593,0.261655988,-1.384650871,1.648825511,23,298
2.565792563,1.164433052,0.127689233,-1.578918194,1.716150926,20,324
1.787962232,1.334002609,-0.159949772,-1.077993873,2.022478194,24,327
3.63012605,1.546042613,0.743400963,-1.101836935,1.51127943,24,324
3.224426095,1.314686067,0.229630584,-1.499984815,1.700862322,22,311
3.024793419,1.259736612,0.271355937,-1.520355386,1.439821292,22,310
2.182151524,1.35191952,0.25457406,-1.034938991,1.814981285,21,298
3.608265732,2.040600225,1.376388317,-0.689525452,1.59092322,20,302
2.518090014,-0.065307802,-0.544827357,-2.239468346,1.045183216,56,333
2.365503196,0.782431576,-0.269819781,-2.039256823,1.142804811,22,322
2.326385479,0.754593619,-0.233960167,-1.859361582,1.134029152,22,316
2.220363806,0.727791611,-0.453480833,-2.065468163,1.269188496,18,313
1.973937953,0.715517824,-0.493459391,-2.107085934,1.237888636,20,313
1.369824736,0.639642284,-0.781879337,-1.62274653,0.968703164,21,298
3.974082408,2.109378545,1.617411256,-1.154149344,1.081037983,26,321
3.967520458,1.931750678,1.346426421,-1.404032566,0.706206193,18,315
1.111772321,0.432473818,-0.728236,-2.018518039,0.625374725,23,301
3.599127446,2.067516526,1.774997437,-0.970686709,0.932133399,23,303
0.899174885,-0.008377386,-1.399422691,-2.602853527,0.231237635,20,320
2.025670022,0.988448574,-0.168467473,-1.791616889,0.852110278,21,304
2.468134224,1.19399262,0.331270615,-1.827560608,0.833010233,21,306
2.793443175,1.226993705,0.167837667,-1.834515765,0.996784039,22,322
2.407030145,0.7199145,0.011054521,-2.028315651,0.641928689,21,316
3.952606211,1.872144457,1.336512579,-1.227877987,1.216090865,22,308
2.873729342,1.153614784,0.205228469,-1.948172507,0.567912448,21,294
1.991934611,1.280492387,-0.026320516,-0.891526489,1.560637933,22,301
3.844162719,2.226715327,1.704927122,-0.866034686,1.494425332,25,324
3.701722482,1.613197627,1.217407976,-1.094209843,1.500748045,25,330
2.766355568,1.205635475,-0.004760471,-1.420142205,1.534712274,25,316
2.676765403,1.231561002,0.084522994,-1.547535868,1.62820895,21,313
2.859388056,1.836079377,0.901621537,-0.428023054,2.090937376,21,303
4.547041804,2.419209991,2.033291328,-0.526738278,1.643920762,26,326
3.568117119,1.860000367,1.008234438,-1.35511733,1.402750935,22,314
2.877485517,1.489340469,0.215333064,-1.499817735,1.783724388,23,308
2.642718069,1.208488039,0.122891702,-1.626873891,1.620522508,21,311
3.130904369,1.135613616,0.340449173,-1.500011845,1.556925336,23,303
3.204102192,1.250441088,0.620172545,-1.59814924,1.50910806,20,301
4.062627991,2.877188092,2.215682327,-0.115008753,2.004552371,26,319
4.717938634,2.888333702,2.554719179,-0.410904378,1.731921934,25,313
3.957401588,2.056395562,1.305882201,-0.82757082,1.665311666,24,317
1.428171346,0.893162866,-0.875425742,-1.38228391,1.901938148,23,300
3.701109906,2.143314184,1.185441308,-0.738833277,1.464219748,24,306
3.655470005,1.716217023,1.029015632,-1.382905212,0.755151348,22,306
3.011960498,0.706046905,0.27024352,-1.974349477,0.715329199,25,335
4.727134897,2.297072131,2.195359908,-0.71927593,1.474893565,22,305
4.62596443,-0.009500932,2.122708193,-0.816495268,1.4287393,25,321
4.163828868,2.185289364,1.727269006,-0.770671449,1.551667961,25,320
1.827761212,1.19763355,-0.294157787,-1.320450549,1.279765445,23,325
3.333912847,1.825550689,0.937957016,-1.061599866,1.42347575,24,317
3.72590001,1.902232357,1.240076492,-1.32587159,1.348059199,24,302
3.379722656,1.657180801,0.589503907,-1.452326304,1.619677328,20,307
2.170617175,0.628556922,-0.332907376,-2.032353942,0.020450145,44,304
2.774719114,1.166741202,0.042469761,-1.821816404,0.968925461,19,303
1.025658998,0.296729292,-1.203238999,-2.224999896,0.560006934,21,315
3.768971701,2.000674477,1.20124996,-0.983178936,1.348944979,24,323
2.832657492,1.416791718,0.483741608,-0.605218677,2.104106537,19,322
3.755983157,2.119452062,1.413668113,-1.38092126,1.13273555,23,309
3.335597305,1.367031992,0.784113593,-1.495858117,0.990936862,20,322
2.718174985,1.267342632,0.494269667,-1.41901752,1.037360345,23,312
2.786015712,1.239280184,0.142444872,-1.555685508,1.262846711,21,307
2.526066208,1.135439001,-0.079096497,-2.012816634,1.234940893,20,299
2.608536562,1.511777808,0.263563929,-2.002073479,0.745638846,22,314
2.320673582,0.917513699,0.232141903,-2.422868539,0.566404526,21,304
1.837331548,0.490806303,-0.546896374,-2.317207338,0.621534878,21,303
1.982806995,0.613680251,-0.306660076,-2.330647573,0.57340776,21,299
0.908312668,0.225695841,-0.934041468,-2.323251136,0.626573842,21,294
2.55854535,1.317758388,0.307716084,-1.7243477,0.949804604,19,306
2.902146411,1.3913939,0.334453626,-1.841243101,1.345492986,23,311
2.81045195,1.152466544,0.14904935,-1.868610743,1.140762957,21,311
2.08213609,0.949347033,-0.405529778,-2.000972524,0.743248627,20,301
1.356453838,0.459508439,-0.763813048,-1.713170525,1.219033583,20,302
3.524965952,1.487239481,0.882030263,-1.218548662,1.218522631,20,328
3.272622285,1.324452033,0.610526007,-1.591114913,1.160089034,21,334
2.160332535,0.702629042,-0.116936653,-2.209473721,0.860248634,20,310
1.39813094,0.698116759,-0.490035873,-1.639329532,0.828220771,23,300
4.157648341,2.334233588,1.78745073,-0.570383629,1.625364632,23,293
3.846458908,1.789869469,1.169594793,-1.087530854,1.240661133,25,316
3.722392229,1.607846579,1.197078279,-1.76096048,0.498956786,22,298
4.310446893,2.180320727,2.01693446,-0.952948908,1.125032987,26,327
4.329790674,2.266797687,1.777042471,-1.044658243,0.935578333,36,301
2.462669193,-0.249589793,-0.808175193,-2.536890931,0.901412527,68,290
1.976064907,1.409669101,-0.120586829,-0.829429329,1.539097948,22,315
